id_chamada,tipo_pedido,horario,distancia,demanda,preco,metodo_pagamento,avaliacao_motorista,avaliacao_passageiro
4421279,Uber Moto,2023-02-06T13:16:28,28.54,0.8,35.33,Pix,2,3
8715362,UberX,2023-06-25T04:02:01,27.73,2.4,113.52,Cartão,5,
1114706,Uber Flash,2023-06-09T01:27:05,16.71,0.9,24.21,Cartão,,1
9328707,UberX,2023-03-24T20:29:13,2.09,1.1,5.26,Cartão,5,1
2040210,Uber Moto,2023-01-12T07:43:34,22.3,1.3,43.98,Cartão,1,4
5084075,Uber Flash,2023-06-07T20:57:42,13.09,1.2,27.3,Dinheiro,4,
3536782,Uber Select,2023-02-25T16:54:25,26.61,2.1,84.26,Pix,,2
2898657,Uber Moto,2023-04-01T12:21:52,15.75,2.5,70.2,Pix,1,1
6367748,Uber Moto,2023-07-09T23:14:57,1.57,1.7,6.79,Pix,4,2
2221674,Uber Moto,2023-04-26T21:41:41,8.33,0.8,11.25,Cartão,2,4
1317870,Uber Moto,2023-12-19T07:38:43,5.5,1.3,14.65,Cartão,,1
6522827,UberX,2023-09-15T11:10:03,25.69,0.9,37.08,Cartão,4,
8191332,Uber Comfort,2023-09-21T02:25:21,25.78,1.0,42.78,Dinheiro,1,2
1960195,Uber Moto,2023-07-27T09:57:31,2.61,2.2,13.13,Dinheiro,5,1
6447571,Uber Comfort,2023-05-09T09:26:52,22.57,1.3,44.59,Pix,,5
6982297,Uber Moto,2023-06-08T18:00:51,20.45,1.4,49.57,Pix,1,1
7807647,Uber Select,2023-04-16T17:42:07,26.38,2.2,82.42,Cartão,3,1
4258288,Uber Comfort,2023-05-02T10:19:12,28.62,1.2,54.39,Dinheiro,,2
1512311,Uber Flash,2023-04-07T23:29:15,8.32,0.9,12.17,Pix,3,3
3581061,UberX,2023-06-25T15:17:25,19.15,2.3,73.12,Dinheiro,1,4
6423338,Uber Flash,2023-01-09T18:56:13,11.76,1.7,35.19,Cartão,5,2
4598981,Uber Comfort,2023-11-24T22:14:50,5.59,1.1,10.71,Dinheiro,4,1
6831223,Uber Flash,2023-09-27T00:43:33,29.08,1.0,47.56,Cartão,4,2
6531293,Uber Moto,2023-03-20T08:16:57,1.64,1.8,8.53,Cartão,2,
1925643,Uber Moto,2023-04-03T20:52:48,11.54,0.8,15.88,Cartão,4,5
8511855,Uber Flash,2023-02-08T05:52:21,3.1,0.9,6.47,Cartão,,1
3794009,Uber Flash,2023-11-21T01:31:55,5.79,1.1,11.01,Pix,4,4
9227751,Uber Select,2023-04-23T22:01:48,24.75,1.3,55.58,Dinheiro,,4
4773022,Uber Moto,2023-04-13T21:08:09,18.56,1.2,33.11,Pix,5,5
9859477,Uber Moto,2023-09-09T10:06:29,19.33,1.8,52.06,Pix,1,3
5787753,Uber Moto,2023-09-15T08:40:14,8.74,2.2,33.16,Cartão,2,
1845331,Uber Moto,2023-07-31T15:42:37,16.68,0.8,21.27,Pix,4,3
1033640,UberX,2023-11-02T11:40:24,6.31,1.1,11.84,Dinheiro,3,2
6659387,Uber Moto,2023-02-20T22:43:46,21.68,1.1,41.32,Dinheiro,5,2
8313741,Uber Select,2023-11-06T21:05:43,9.38,1.0,15.35,Dinheiro,,2
7062654,UberX,2023-04-25T03:48:39,9.01,1.2,19.02,Pix,5,2
7800606,Uber Moto,2023-07-07T06:31:08,11.66,0.9,17.74,Pix,,2
1244893,Uber Moto,2023-06-09T18:11:08,26.29,1.2,52.89,Pix,1,5
5501946,UberX,2023-10-09T01:30:28,9.17,1.0,16.17,Pix,,
4819896,Uber Comfort,2023-01-15T22:18:37,25.83,2.4,103.39,Cartão,3,5
3703737,Uber Select,2023-06-25T05:06:07,7.78,2.0,27.19,Cartão,,
8971047,UberX,2023-05-23T02:21:42,2.29,1.0,5.36,Cartão,3,
9158177,Uber Moto,2023-04-04T17:18:06,25.82,2.5,97.93,Dinheiro,1,
8613311,Uber Select,2023-06-17T09:35:53,17.19,2.2,66.87,Dinheiro,5,2
5573193,Uber Flash,2023-04-28T08:39:56,18.62,1.4,44.72,Dinheiro,5,4
4225337,Uber Comfort,2023-04-30T02:32:21,27.19,2.3,103.68,Cartão,5,4
5447150,Uber Select,2023-09-25T23:01:56,24.79,1.2,49.45,Cartão,3,5
9379118,Uber Comfort,2023-09-12T02:38:15,20.14,1.0,30.79,Pix,5,1
1680601,Uber Flash,2023-01-26T13:43:12,16.15,1.0,24.16,Pix,3,1
1262327,Uber Comfort,2023-09-05T20:32:02,10.93,0.9,15.48,Cartão,2,5
7311500,Uber Moto,2023-07-22T02:41:10,2.95,1.3,7.85,Pix,5,4
3141033,UberX,2023-12-19T02:29:40,2.88,1.1,6.72,Cartão,,4
3635793,Uber Moto,2023-07-02T08:12:30,21.45,2.5,78.85,Cartão,5,4
4323908,Uber Moto,2023-07-03T20:20:27,17.45,1.0,26.93,Dinheiro,2,3
9395253,Uber Moto,2023-12-14T02:48:38,9.69,1.1,18.91,Pix,1,
1903370,Uber Select,2023-06-07T15:56:11,22.46,1.0,38.87,Dinheiro,3,1
7620354,UberX,2023-04-27T02:43:26,21.02,0.8,29.17,Pix,4,
1497103,Uber Comfort,2023-02-09T14:13:53,19.4,1.1,35.72,Cartão,4,5
8071187,UberX,2023-06-28T23:37:20,14.23,0.9,19.99,Pix,3,2
9922117,Uber Comfort,2023-08-12T12:23:35,6.67,1.9,23.3,Pix,2,3
3912941,Uber Select,2023-01-25T00:51:54,19.54,0.8,24.26,Pix,1,
2504948,UberX,2023-09-11T17:49:13,11.62,1.5,29.14,Dinheiro,,2
5500483,Uber Flash,2023-04-29T13:02:03,9.43,2.3,36.04,Pix,1,2
7984191,Uber Moto,2023-06-19T08:23:23,2.71,2.2,14.5,Pix,5,1
6444562,UberX,2023-07-21T17:41:15,27.86,2.2,96.4,Cartão,5,5
1619104,Uber Flash,2023-09-02T11:19:01,10.88,1.8,34.45,Cartão,2,3
5160143,Uber Comfort,2023-12-21T15:50:43,11.45,1.0,17.89,Cartão,3,
6055692,Uber Flash,2023-07-29T20:15:56,28.81,2.3,101.98,Pix,,5
3998492,Uber Comfort,2023-06-17T04:17:16,13.15,1.8,42.54,Pix,3,5
2387313,Uber Select,2023-07-23T15:26:02,10.67,1.7,32.0,Cartão,,5
9519251,Uber Moto,2023-03-14T07:20:47,9.81,1.3,23.73,Pix,5,4
7608486,Uber Select,2023-05-29T10:02:54,24.9,1.0,36.95,Pix,1,2
5144226,UberX,2023-10-18T08:38:43,16.31,1.3,36.89,Pix,3,2
4595976,Uber Select,2023-12-15T21:33:11,11.77,0.9,16.76,Dinheiro,,3
6054797,Uber Flash,2023-12-20T03:33:47,10.31,1.0,18.22,Cartão,4,4
2473218,UberX,2023-06-19T18:25:08,9.68,1.8,32.0,Pix,5,2
5770199,Uber Select,2023-03-28T01:54:17,14.19,0.9,20.0,Cartão,,1
7631011,Uber Select,2023-08-04T18:46:19,24.18,1.6,58.7,Cartão,3,5
9285329,Uber Moto,2023-12-02T00:25:10,20.88,2.2,78.74,Dinheiro,2,
3537704,Uber Flash,2023-02-03T09:29:27,26.34,1.4,56.86,Dinheiro,2,2
3873784,Uber Select,2023-09-19T21:21:08,1.44,0.9,3.48,Dinheiro,,3
7594958,Uber Select,2023-06-15T15:56:58,4.78,0.9,8.24,Dinheiro,1,1
5226599,Uber Flash,2023-02-06T21:19:01,26.13,0.9,34.06,Pix,3,4
1538198,Uber Select,2023-11-20T11:15:05,23.11,1.1,44.23,Dinheiro,5,5
8153031,Uber Flash,2023-03-28T08:41:07,17.01,2.5,68.75,Cartão,1,3
2331799,Uber Comfort,2023-04-16T08:35:38,15.37,2.3,62.72,Pix,5,
6099469,Uber Moto,2023-05-04T00:37:01,24.66,0.9,32.86,Pix,,
5958021,Uber Flash,2023-09-08T18:17:58,28.82,2.2,90.66,Cartão,5,2
4358733,Uber Moto,2023-11-26T11:45:43,24.52,2.2,83.8,Pix,3,5
1162270,Uber Select,2023-03-06T04:53:19,11.79,1.2,25.03,Pix,3,2
4137091,Uber Moto,2023-07-22T07:40:56,14.11,1.3,32.91,Dinheiro,3,5
8366529,Uber Flash,2023-04-16T09:36:10,14.97,2.4,63.81,Pix,4,5
5031662,Uber Moto,2023-05-21T06:20:40,5.9,1.6,18.03,Pix,2,4
9823349,Uber Comfort,2023-07-17T03:10:12,29.77,0.9,39.74,Dinheiro,5,2
2915110,Uber Moto,2023-02-21T14:40:34,21.59,1.0,32.36,Cartão,3,3
4443188,UberX,2023-02-26T12:23:24,18.73,2.1,58.6,Cartão,4,1
7107537,Uber Flash,2023-09-09T14:20:21,29.1,1.6,76.51,Cartão,3,1
3606256,Uber Moto,2023-02-16T18:56:58,26.18,2.1,81.01,Cartão,2,2
1115378,UberX,2023-08-10T17:47:57,26.48,2.4,103.73,Dinheiro,2,5
3329363,UberX,2023-03-12T05:01:46,25.94,1.9,76.74,Pix,2,4
5591169,UberX,2023-04-11T16:31:34,1.63,1.2,5.62,Dinheiro,1,5
7970343,Uber Flash,2023-08-27T23:46:56,6.2,2.0,23.47,Dinheiro,4,2
1458755,Uber Moto,2023-08-14T17:09:12,10.19,2.1,34.53,Dinheiro,4,5
2585331,Uber Comfort,2023-06-28T19:32:06,11.97,1.6,30.75,Dinheiro,3,3
2386500,Uber Moto,2023-01-03T16:27:26,23.7,1.1,43.0,Dinheiro,4,3
3630839,Uber Select,2023-09-09T04:51:28,11.46,1.6,33.47,Dinheiro,3,2
6824248,Uber Flash,2023-06-18T05:45:06,21.86,1.8,67.73,Pix,4,1
3032271,UberX,2023-12-11T03:57:38,12.15,0.9,17.21,Cartão,4,4
7456525,Uber Moto,2023-04-07T13:06:55,26.48,0.8,35.28,Pix,,1
7906367,Uber Flash,2023-02-26T14:29:19,28.02,2.0,80.93,Cartão,5,
5775976,Uber Flash,2023-05-18T14:31:15,8.99,1.1,17.59,Pix,1,4
4305104,UberX,2023-05-19T17:01:49,1.47,1.3,5.26,Cartão,3,
1196401,UberX,2023-07-19T23:42:14,5.4,1.1,10.72,Cartão,2,5
2749432,Uber Comfort,2023-09-18T03:45:58,9.66,0.9,14.47,Cartão,5,5
7804544,Uber Moto,2023-09-28T04:28:40,22.02,1.0,36.17,Pix,5,1
7442111,Uber Moto,2023-03-31T02:47:39,14.65,0.8,18.05,Cartão,3,3
6621823,Uber Moto,2023-01-28T12:09:56,25.88,1.9,70.58,Dinheiro,1,5
1899859,Uber Moto,2023-08-07T17:10:57,10.96,2.2,36.73,Cartão,1,1
1796281,Uber Select,2023-03-15T20:34:35,27.38,1.0,41.1,Dinheiro,1,2
1003834,UberX,2023-02-03T22:41:14,20.08,1.1,37.29,Cartão,,2
9280872,Uber Flash,2023-10-28T05:15:31,13.83,1.9,47.17,Cartão,2,1
5116495,UberX,2023-03-25T00:11:42,20.71,2.0,70.39,Cartão,3,1
4362417,UberX,2023-05-31T12:07:58,9.64,1.0,16.28,Pix,3,3
9650299,Uber Flash,2023-08-07T22:47:55,12.88,0.9,20.94,Pix,5,5
1923245,UberX,2023-06-27T13:10:25,2.94,0.8,5.0,Dinheiro,3,
1707026,Uber Moto,2023-01-19T16:54:35,11.27,0.8,15.76,Cartão,,1
2612053,Uber Flash,2023-08-11T13:25:52,27.88,1.0,40.89,Dinheiro,5,
7097307,Uber Flash,2023-12-08T01:25:47,20.7,1.0,33.32,Cartão,3,5
2486357,Uber Flash,2023-05-10T08:27:45,20.2,1.9,65.69,Pix,3,
5417009,Uber Flash,2023-06-24T15:41:41,10.62,1.8,33.67,Dinheiro,3,1
4971022,Uber Comfort,2023-10-22T14:13:51,15.56,1.6,40.71,Dinheiro,3,3
1428344,Uber Select,2023-11-19T05:59:37,3.58,1.4,9.84,Cartão,4,4
1720152,Uber Select,2023-02-17T16:04:29,23.83,1.2,41.56,Cartão,,3
8127220,Uber Moto,2023-09-23T06:01:43,2.92,1.4,9.17,Dinheiro,4,
8259534,UberX,2023-10-24T14:11:46,2.5,0.9,5.61,Dinheiro,4,3
2069727,UberX,2023-03-05T19:16:37,29.98,2.5,109.58,Pix,4,3
2106926,Uber Flash,2023-11-06T01:33:35,1.88,0.8,4.07,Cartão,1,3
6888854,Uber Moto,2023-03-03T20:07:00,1.35,0.9,3.43,Pix,3,4
9073227,Uber Comfort,2023-01-20T23:16:46,15.45,1.1,29.58,Dinheiro,4,
8984964,UberX,2023-01-07T14:31:16,10.61,2.4,40.64,Pix,1,1
4299104,Uber Comfort,2023-05-10T10:06:46,12.65,0.8,15.63,Dinheiro,2,1
1586416,Uber Flash,2023-06-24T00:18:03,2.36,1.7,9.61,Cartão,2,3
5684385,Uber Comfort,2023-11-21T00:28:18,19.67,1.2,37.27,Dinheiro,5,1
5118296,UberX,2023-12-25T00:19:00,19.13,0.9,29.29,Cartão,3,
1786854,UberX,2023-09-23T22:12:03,20.52,1.6,57.53,Cartão,,1
5169008,Uber Moto,2023-12-12T03:34:17,27.32,0.9,35.34,Dinheiro,2,4
8404456,Uber Moto,2023-07-24T19:21:10,21.55,1.9,68.71,Pix,,
2972659,Uber Moto,2023-07-29T06:11:02,29.03,1.8,84.32,Pix,3,4
5722105,UberX,2023-12-23T17:16:31,4.26,1.2,9.24,Cartão,3,1
8731106,UberX,2023-06-16T20:24:08,25.78,1.1,41.92,Pix,2,4
9896683,Uber Moto,2023-11-30T14:26:16,21.47,1.0,32.36,Dinheiro,3,2
8837570,Uber Select,2023-04-06T04:00:03,11.55,1.1,19.93,Cartão,3,5
6477278,Uber Moto,2023-08-26T21:09:00,5.6,2.4,24.4,Cartão,1,3
3406019,Uber Comfort,2023-10-19T18:52:41,19.41,2.1,63.45,Pix,,4
4248463,Uber Select,2023-04-18T20:52:45,16.87,1.1,30.82,Pix,3,5
5478237,UberX,2023-01-14T04:21:19,14.53,2.0,46.5,Dinheiro,2,1
4151943,Uber Select,2023-12-15T22:13:56,16.1,1.2,34.51,Dinheiro,,3
5097721,UberX,2023-04-02T08:13:32,10.38,2.5,43.5,Pix,5,3
5595644,Uber Comfort,2023-10-17T22:11:27,8.5,1.2,18.51,Pix,4,1
1169217,Uber Flash,2023-07-18T06:32:33,15.44,1.1,28.53,Cartão,2,5
5403867,UberX,2023-08-07T12:55:39,15.21,1.1,27.33,Pix,1,2
7838583,Uber Flash,2023-07-02T06:00:27,7.2,2.1,28.47,Cartão,1,
6690248,Uber Select,2023-05-07T21:51:28,5.75,2.4,26.41,Pix,1,1
5874607,Uber Flash,2023-09-18T05:13:21,19.51,1.1,34.54,Dinheiro,3,3
2489055,Uber Moto,2023-06-24T15:01:11,23.6,1.6,63.13,Cartão,,
2347921,Uber Moto,2023-05-15T21:08:53,20.61,0.9,29.18,Cartão,3,4
2764855,Uber Flash,2023-12-19T15:06:15,20.71,1.0,32.38,Dinheiro,3,3
5322727,Uber Select,2023-08-23T08:42:52,20.07,1.9,59.42,Pix,4,5
7680945,UberX,2023-05-02T04:26:27,27.0,0.9,41.1,Dinheiro,4,5
6542192,Uber Flash,2023-10-30T00:17:18,17.73,0.9,27.28,Dinheiro,2,1
7800381,Uber Moto,2023-08-28T19:33:36,1.77,1.2,5.88,Cartão,2,1
1109842,Uber Moto,2023-03-10T04:54:47,18.03,1.0,26.65,Dinheiro,1,5
8090936,UberX,2023-04-18T06:17:30,26.46,1.1,42.45,Pix,,4
1517483,UberX,2023-03-08T07:56:43,9.44,2.2,38.71,Pix,2,5
9048356,Uber Comfort,2023-10-12T07:03:37,23.39,1.6,60.2,Cartão,2,4
5436580,Uber Select,2023-09-08T04:28:49,2.56,1.1,6.09,Dinheiro,2,2
4470443,Uber Flash,2023-03-25T07:42:55,5.02,1.9,16.91,Pix,1,4
4001913,Uber Flash,2023-02-17T21:54:59,8.24,1.1,14.28,Pix,4,5
5408294,Uber Flash,2023-12-10T03:21:09,28.23,2.3,93.43,Cartão,1,
3593353,Uber Moto,2023-10-21T09:21:24,29.73,2.1,105.67,Dinheiro,3,
5273130,Uber Select,2023-04-01T08:07:54,9.36,2.0,32.43,Dinheiro,5,3
8074546,Uber Comfort,2023-06-25T03:33:57,18.87,2.0,55.31,Cartão,,4
4772782,Uber Moto,2023-09-25T01:10:40,23.95,0.9,33.19,Cartão,5,
9918052,Uber Select,2023-06-03T07:20:28,27.68,1.7,77.83,Pix,3,5
2436784,Uber Moto,2023-11-25T05:33:49,22.83,2.0,70.31,Cartão,1,1
1044310,Uber Select,2023-02-11T13:04:08,2.64,1.3,7.92,Dinheiro,3,2
1318136,Uber Select,2023-10-03T02:01:30,25.2,0.8,31.35,Pix,,2
2009600,Uber Comfort,2023-04-04T07:28:11,7.92,2.1,26.52,Cartão,2,5
3107099,Uber Flash,2023-08-17T00:24:09,17.24,1.1,29.09,Dinheiro,2,
9428498,Uber Flash,2023-06-06T16:57:14,23.5,1.0,39.96,Dinheiro,3,5
3053003,UberX,2023-05-26T18:51:52,29.54,1.9,84.27,Pix,2,4
9277510,Uber Comfort,2023-03-19T17:42:28,7.56,2.4,30.21,Dinheiro,1,2
4742020,Uber Flash,2023-10-03T10:30:11,19.54,0.8,26.29,Pix,3,
7426552,Uber Moto,2023-09-15T15:59:15,26.82,1.1,44.42,Dinheiro,,1
5885388,Uber Flash,2023-06-22T17:19:22,2.85,2.2,14.82,Cartão,3,1
4829935,Uber Moto,2023-06-19T11:36:36,25.14,1.0,43.35,Pix,1,3
5926684,Uber Moto,2023-08-09T21:54:12,24.95,1.2,50.16,Dinheiro,4,4
3166711,Uber Flash,2023-09-25T04:20:10,1.31,0.9,3.29,Cartão,1,2
1980681,Uber Flash,2023-02-14T04:46:31,28.72,1.0,43.79,Dinheiro,,5
3301995,Uber Comfort,2023-04-10T19:47:40,22.72,1.6,56.54,Pix,,
7679215,Uber Moto,2023-04-21T02:03:12,24.93,0.9,37.51,Dinheiro,3,5
1556825,Uber Select,2023-03-22T13:37:58,13.82,1.1,23.99,Pix,2,5
3276842,Uber Flash,2023-12-12T17:38:17,8.49,2.1,32.72,Dinheiro,3,1
5456642,Uber Select,2023-04-07T02:45:14,27.94,0.8,35.47,Dinheiro,4,
8858967,Uber Moto,2023-09-02T14:04:33,6.46,1.9,23.12,Cartão,3,
5420142,Uber Select,2023-10-30T20:20:10,6.24,1.1,13.47,Cartão,4,2
1448672,Uber Flash,2023-06-27T14:46:44,18.34,0.9,26.51,Dinheiro,,
1477298,Uber Moto,2023-09-21T14:06:53,6.17,1.2,14.49,Pix,1,
8774552,Uber Comfort,2023-07-21T12:49:41,5.42,0.9,8.41,Pix,4,4
2699373,Uber Select,2023-09-27T00:11:24,26.98,1.1,42.15,Pix,3,2
1525933,Uber Flash,2023-03-07T21:12:26,20.41,0.9,31.45,Dinheiro,1,3
4418327,UberX,2023-07-16T07:16:19,20.0,2.4,72.3,Cartão,2,5
5580361,Uber Select,2023-02-28T08:07:18,14.01,2.1,44.59,Pix,5,5
2441292,UberX,2023-06-02T05:51:05,7.9,1.0,15.04,Dinheiro,5,3
6154522,Uber Select,2023-01-26T22:57:49,28.66,0.8,37.85,Dinheiro,1,
8033791,Uber Moto,2023-02-16T08:16:58,28.59,1.7,83.19,Dinheiro,,1
5521057,Uber Comfort,2023-01-03T23:23:26,19.37,1.1,36.15,Pix,5,
3024519,UberX,2023-11-20T16:12:03,24.18,1.0,40.3,Dinheiro,,4
3468110,Uber Comfort,2023-04-04T13:33:57,18.38,0.9,27.93,Dinheiro,4,5
5539177,Uber Moto,2023-09-04T18:56:18,28.59,1.2,54.19,Cartão,2,
9174087,Uber Select,2023-10-28T18:59:43,27.0,1.9,85.4,Cartão,4,3
6787742,Uber Flash,2023-01-10T20:35:49,14.49,1.0,23.1,Pix,4,5
9058407,Uber Comfort,2023-07-16T20:43:15,16.1,1.9,47.82,Dinheiro,4,1
1298147,UberX,2023-12-30T00:04:14,11.55,1.5,29.39,Cartão,2,2
2626238,Uber Comfort,2023-01-01T21:19:20,5.73,1.8,19.17,Dinheiro,2,4
9908657,Uber Flash,2023-10-31T05:18:05,12.86,0.9,20.54,Pix,4,1
7051837,Uber Comfort,2023-12-29T12:40:45,14.0,0.9,20.76,Pix,1,
3554032,UberX,2023-02-25T05:24:21,3.24,2.1,15.81,Pix,5,3
8636338,Uber Moto,2023-10-08T23:09:28,8.36,1.8,27.55,Cartão,2,2
8198298,Uber Flash,2023-08-19T14:19:46,25.38,1.6,66.43,Pix,2,
4024182,UberX,2023-04-16T04:28:15,21.13,2.3,84.68,Dinheiro,5,3
6859149,Uber Flash,2023-12-12T20:23:28,17.63,1.0,30.23,Pix,2,2
1290300,UberX,2023-09-26T19:40:19,28.6,2.2,105.83,Pix,2,4
8300394,UberX,2023-04-29T22:08:45,19.82,1.9,55.89,Pix,,3
7462187,Uber Moto,2023-11-16T15:11:21,18.83,0.9,25.71,Cartão,1,2
2120669,UberX,2023-02-08T05:29:21,12.99,1.0,22.27,Cartão,5,1
1747259,Uber Flash,2023-03-22T05:25:09,18.18,1.2,37.11,Pix,2,
6688985,UberX,2023-10-09T09:44:38,2.6,1.7,9.37,Pix,1,5
7392764,Uber Flash,2023-06-22T21:50:52,5.15,0.9,8.68,Dinheiro,5,3
1384988,Uber Comfort,2023-02-14T03:51:44,10.32,0.9,16.43,Cartão,4,1
2181347,Uber Flash,2023-10-10T17:59:39,20.23,2.2,65.97,Pix,,2
6583738,Uber Select,2023-05-28T20:13:44,11.51,2.1,39.24,Cartão,,4
3054590,Uber Select,2023-04-15T22:37:36,4.54,2.5,21.81,Cartão,,
1718732,Uber Moto,2023-06-19T08:30:11,23.81,2.0,79.99,Dinheiro,5,2
7653509,Uber Comfort,2023-10-19T19:25:59,11.08,2.1,36.42,Dinheiro,4,2
3674158,Uber Flash,2023-10-13T10:46:47,28.43,0.9,37.24,Pix,5,3
7708259,UberX,2023-04-19T17:48:30,10.33,2.2,42.02,Dinheiro,,4
1861501,Uber Comfort,2023-07-16T17:27:36,29.95,2.0,94.55,Pix,1,
4220969,Uber Moto,2023-05-05T19:51:33,24.15,1.5,54.5,Pix,2,4
1643027,UberX,2023-12-04T17:47:34,10.24,1.4,24.04,Pix,3,
6909617,Uber Comfort,2023-01-12T19:24:11,14.89,2.2,58.05,Cartão,5,1
5788112,Uber Comfort,2023-11-28T22:17:25,11.75,1.1,22.38,Pix,3,
2855992,Uber Flash,2023-09-15T04:06:49,29.97,0.9,45.02,Pix,,
8940794,Uber Comfort,2023-01-19T05:12:00,26.23,1.1,43.67,Cartão,,2
5199158,Uber Comfort,2023-02-09T08:26:01,27.26,2.2,85.42,Cartão,3,2
1522574,Uber Comfort,2023-10-23T09:56:59,23.65,1.3,45.52,Cartão,,4
5613598,Uber Flash,2023-12-23T04:54:05,5.1,2.4,24.93,Dinheiro,4,4
3768445,Uber Moto,2023-04-25T18:33:26,25.51,1.6,68.43,Dinheiro,2,3
2834286,Uber Flash,2023-02-03T03:43:39,1.79,0.9,4.12,Cartão,3,5
3675962,Uber Comfort,2023-02-06T10:52:22,11.05,0.9,16.6,Pix,4,3
6464998,Uber Flash,2023-01-04T12:28:15,17.56,1.1,32.35,Cartão,5,5
1018993,UberX,2023-02-08T13:37:36,14.91,1.0,23.88,Pix,4,2
1639789,UberX,2023-06-06T20:19:03,21.27,1.2,42.08,Pix,,2
4182914,Uber Comfort,2023-04-03T18:35:11,16.59,1.7,42.73,Cartão,5,3
3525485,Uber Comfort,2023-07-21T23:21:13,21.13,0.9,29.54,Cartão,,1
5508305,Uber Comfort,2023-05-25T10:10:01,26.42,0.9,37.26,Dinheiro,3,2
5211001,Uber Select,2023-12-26T17:56:10,9.81,1.2,20.2,Pix,3,4
8721981,Uber Flash,2023-06-30T13:10:59,25.06,1.0,36.89,Cartão,2,2
9449251,Uber Comfort,2023-01-22T07:25:17,28.9,2.4,116.46,Dinheiro,3,2
8713441,Uber Flash,2023-06-22T16:23:37,10.51,0.8,14.57,Pix,4,4
3021345,Uber Moto,2023-07-13T05:45:25,9.41,1.0,14.98,Pix,,
1354020,Uber Flash,2023-05-04T04:14:27,21.24,0.8,25.11,Pix,1,2
7729197,Uber Select,2023-02-28T04:42:12,29.3,0.9,41.51,Pix,3,1
8909538,Uber Flash,2023-08-18T09:55:20,13.39,1.7,34.85,Cartão,5,5
7736100,UberX,2023-09-06T15:35:47,8.3,0.9,13.11,Dinheiro,2,1
2095768,Uber Comfort,2023-10-13T10:24:42,17.36,0.8,22.59,Cartão,3,
5095446,UberX,2023-06-22T07:31:41,3.13,1.9,11.6,Pix,5,
5734976,Uber Flash,2023-04-19T13:57:21,7.95,0.9,11.8,Pix,1,1
4873431,Uber Comfort,2023-04-22T01:09:37,20.81,1.9,59.04,Pix,3,3
5649437,Uber Moto,2023-02-20T14:53:27,23.35,1.1,42.72,Pix,4,5
6905190,Uber Moto,2023-07-24T12:58:10,9.2,1.0,14.87,Pix,,
9577220,Uber Moto,2023-05-08T03:44:47,25.86,1.1,40.98,Pix,2,4
8345505,Uber Comfort,2023-11-15T22:54:06,26.38,1.1,43.22,Pix,2,4
6701597,Uber Moto,2023-02-06T22:11:34,26.77,1.0,40.65,Cartão,3,4
9432249,Uber Comfort,2023-06-09T13:33:35,28.47,1.0,42.35,Pix,4,3
6816498,Uber Flash,2023-01-10T20:36:27,11.94,1.0,17.95,Cartão,4,5
8538215,Uber Moto,2023-06-01T19:00:50,25.44,1.7,75.09,Cartão,5,4
4489602,Uber Comfort,2023-09-25T08:36:20,1.68,2.0,9.31,Dinheiro,5,2
2583087,Uber Comfort,2023-07-03T16:28:54,1.94,1.2,6.3,Pix,5,
9060632,Uber Select,2023-04-27T13:58:23,26.29,0.8,32.85,Dinheiro,2,1
9598161,Uber Select,2023-01-18T02:51:31,17.73,0.8,21.06,Pix,3,3
2574816,Uber Select,2023-04-01T18:03:13,18.16,2.0,57.05,Dinheiro,,3
6539157,UberX,2023-06-23T06:20:09,13.18,1.0,22.86,Dinheiro,4,4
7012346,Uber Flash,2023-12-15T09:40:57,11.56,2.1,41.6,Pix,1,4
4627416,Uber Flash,2023-10-17T11:10:49,20.44,0.8,24.33,Dinheiro,,
9382045,Uber Flash,2023-12-09T04:05:50,13.28,1.9,43.36,Dinheiro,3,3
8773423,UberX,2023-07-17T17:36:54,4.04,2.2,18.26,Dinheiro,,2
3331791,Uber Moto,2023-12-26T08:42:47,5.29,1.3,13.7,Dinheiro,,2
6300315,Uber Select,2023-03-22T04:32:46,29.61,1.0,43.66,Pix,4,2
7717528,UberX,2023-04-07T01:16:51,20.19,1.1,35.93,Pix,1,4
3354450,Uber Comfort,2023-07-17T03:48:46,18.83,1.1,35.18,Pix,1,1
7483726,Uber Select,2023-03-27T13:14:38,19.35,1.0,29.28,Dinheiro,5,1
4394943,Uber Moto,2023-11-18T14:08:48,27.04,1.5,69.19,Dinheiro,3,1
8378860,Uber Moto,2023-03-20T21:43:58,5.93,1.1,12.85,Dinheiro,,1
6007989,Uber Comfort,2023-11-29T15:27:50,15.82,1.1,28.6,Cartão,,3
5969243,Uber Select,2023-08-18T20:38:39,19.31,0.9,28.05,Cartão,,4
2243367,Uber Flash,2023-01-27T08:32:47,25.65,2.0,83.98,Pix,1,
5918983,Uber Comfort,2023-06-10T02:42:26,9.51,1.8,29.25,Pix,5,
2504076,Uber Comfort,2023-07-09T19:44:14,10.65,1.2,23.03,Pix,,2
5091077,Uber Comfort,2023-10-08T08:54:12,29.81,2.0,85.88,Pix,3,5
8932533,UberX,2023-01-20T14:05:42,22.89,1.2,44.88,Pix,1,1
3030378,Uber Select,2023-09-17T08:29:55,17.29,1.2,34.51,Pix,,2
8950129,UberX,2023-05-19T00:43:13,3.17,0.9,5.63,Dinheiro,1,1
9151536,UberX,2023-11-26T22:22:21,4.39,1.8,15.93,Dinheiro,3,4
